IDF,Enumerator,studyID,firstAuthor,otherAuthors,year,title,journal,journalVolume,journalPages,country,site,lat.deg,lat.min,lat.sec,lat.NS,lon.deg,lon.min,lon.sec,lon.EW,lat,lon,elevation,annualRainfall,seasonRainfall,rainfall1,rainfall2,rainfall3,rainfall4,rainfall5,rainfall6,rainfall7,rainfall8,rainfall9,rainfall10,rainfall11,rainfall12,rainfall13,rainfall14,rainfall15,rainfall16,annualMinTemp,annualMaxTemp,FAO_majorSoilClass,USDA_soilType,Other_SoilClass,pH,SOC,totN,OlsenP,Bray.IP,Bray.IIP,MehlichP,totalP,exchK,exchKCaMg,exchAl,exchAc,percSand,percSilt,percClay,yearPlanted,monthPlanted,nrMonthsHarvest,varietyType,varietyName,BranchingErect,management,trialType,targetPlantStand,withinRow,betweenRow,FallowDuration,PrecedingCrop,landClearing,vegetation,tillage,tillageImplement,mulching,mulchingDetails,plantingStructures,plantingStickLength,plantingStickMotherPart,plantingStickOrientation,plantingdepth,waterRegime,fertilizer,Nrate,Prate,Krate,fertilizer1,fertilizer2,fertilizer3,fertilizer4,fertilizer5,fertilizer1MAP,fertilizer2MAP,fertilizer3MAP,fertilizer4MAP,fertilizer5MAP,fertilizer1split,fertilizer2split,fertilizer3split,fertilizer4split,fertilizer5split,fertilizer1method,fertilizer2method,fertilizer3method,fertilizer4method,fertilizer5method,OrganicFertilizer,OrganicFertType,OrganicFertAmount,NcontOrgFert,PcontOrgFert,KcontOrgFert,NrateOrgFert,PrateOrgFert,KrateOrgFert,OrgFertAppWAP,Lime,nyears,nsites,nreps,rootYbasis,rootY1,rootY2,rootY3,rootY4,rootY_Vdes1,RootY_Vfac1,rootY_Vval1,rootY_Vdes2,rootY_Vfac2,rootY_Vval2,rootY_Vdes3,rootY_Vfac3,rootY_Vval3,rootY_Vdes4,rootY_Vfac4,rootY_Vval4,percDMroots1,percDMroots2,percDMroots3,percDMroots4,percDMroots_Vdes1,percDMroots_Vfac1,percDMroots_Vval1,percDMroots_Vdes2,percDMroots_Vfac2,percDMroots_Vval2,percDMroots_Vdes3,percDMroots_Vfac3,percDMroots_Vval3,percDMroots_Vdes4,percDMroots_Vfac4,percDMroots_Vval4,percStarchBasis,percStarch1,percStarch2,percStarch3,percStarch4,percStarch_Vdes1,percStarch_Vfac1,percStarch_Vval1,percStarch_Vdes2,percStarch_Vfac2,percStarch_Vval2,percStarch_Vdes3,percStarch_Vfac3,percStarch_Vval3,percStarch_Vdes4,percStarch_Vfac4,percStarch_Vval4,intercropped,Relay.crop.after.maize,maizeVariety,maizePlanting,maizeDaysToMaturity,maizeDaysToHarvest,maizePopulation,maizeWithinRow,maizeBetweenRow,plants.hill,intercropRowArrangement,betweenMaizeCassavaRow,maizeYield1,maizeYield2,maizeYield3,maizeYield4,maizeYield_Vdes1,maizeYield_Vfac1,maizeYield_Vval1,maizeYield_Vdes2,maizeYield_Vfac2,maizeYield_Vval2,maizeYield_Vdes3,maizeYield_Vfac3,maizeYield_Vval3,maizeYield_Vdes4,maizeYield_Vfac4,maizeYield_Vval4,Key,region
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1656,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1996,October,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,22.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,28.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1561,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1996,November,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,28.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,26.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1412,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1996,December,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,19.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,25.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1059,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,January,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,18.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,19.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1094,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,February,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,14.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,789,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,March,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,17.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,16.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1407,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,April,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,27.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1719,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,May,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,26.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1869,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,June,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,29.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,17.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,2012,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,July,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,15.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,2080,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,August,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,16.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,19.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,2212,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,September,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,14.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,2322,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,October,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,19.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,2385,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,November,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,2157,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,December,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,29.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1928,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1998,January,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,24.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1285,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1998,February,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,25.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,2063,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1998,March,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,33.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1992,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1998,April,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,2025,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1998,May,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,32.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,24.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,2086,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1998,June,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,31.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,2095,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1998,July,10,improved,Rayong 60,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,39.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,2092,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1996,July,10,improved,Rayong 90,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,48.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,24.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1989,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1996,August,10,improved,Rayong 90,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,37.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,31.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1780,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1996,September,10,improved,Rayong 90,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,24.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,30.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1656,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1996,October,10,improved,Rayong 90,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,25.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1561,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1996,November,10,improved,Rayong 90,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,25.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1412,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1996,December,10,improved,Rayong 90,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,22.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1059,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,January,10,improved,Rayong 90,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,13.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
98,GE,1,"Fauzan, I",Puspitorini P,2000,"Effect of date of planting and rainfall distribution on the yield of five cassava varieties in Lampung, Indonesia",Howeler_6th Regional Workshop - Ho Chi Minh City,,333-344,Indonesia,"Umas Jaya Farm research station, Central Lampung",4,49,,S,105,13,,E,-4.816666667,105.2166667,25,,1094,,,,,,,,,,,,,,,,,,,,,loamy Aquic Dystropept,4.5,,,,,,,,,,,,,,,1997,February,10,improved,Rayong 90,,,,,,,,,,,,,,,,,,,,,yes,92,20.08733624,50,Urea,TSP,KCl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,fresh,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fresh,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia and Oceania
